dataset,source,seed,threshold,release,method,attack,n,d,classes,number_of_balls,mean_ball_size,median_ball_size,min_ball_size,max_ball_size,singleton_count,fraction_size_le_2,fraction_size_le_5,mean_radius,median_radius,purity_mean,purity_median,purity_q25,purity_q75,dimension,separation,density_ratio,minority_fraction,modes,redundant_fraction,label_noise,roc_auc,pr_auc,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_1,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.4693333333333333,0.48834077714807755,0.02666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_1,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.40702222222222223,0.447457457618334,0.0033333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_2,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.45646666666666663,0.4825968306942359,0.03,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_2,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.40698333333333336,0.4481528490668123,0.0033333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_2,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.45646666666666663,0.4825968306942359,0.03,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_2,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.40698333333333336,0.4481528490668123,0.0033333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_3,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.45646666666666663,0.4825968306942359,0.03,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_3,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.4070555555555555,0.4484482150469571,0.0033333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_3,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.45646666666666663,0.4825968306942359,0.03,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.8,release_3,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.338147803545377,4.338147803545377,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,20,0.75,1.0,0.1,1,0.5,0.02,0.4070555555555555,0.4484482150469571,0.0033333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_1,granular_ball,logistic,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.5604,0.5948882431379661,0.09333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_1,granular_ball,random_forest,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.5763944444444444,0.6051993114747677,0.07333333333333333,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_1,matched_kmeans,logistic,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7574666666666667,0.7556397174959746,0.11666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_1,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7001111111111111,0.6876206948553385,0.11666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_2,granular_ball,logistic,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.5625555555555556,0.5887006644762001,0.07333333333333333,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_2,granular_ball,random_forest,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.6098555555555556,0.6332203998512831,0.06666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_2,matched_kmeans,logistic,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7582444444444445,0.7525517889779633,0.07,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_2,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7167888888888889,0.6964584004257415,0.07,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_3,granular_ball,logistic,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.5488666666666666,0.5842191706955068,0.06333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_3,granular_ball,random_forest,600,20,2,22,13.636363636363637,2.0,1,149,7,0.6818181818181818,0.8181818181818182,1.6617336775841465,1.8305153800461582,0.8701190383023192,1.0,0.9053549190535491,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.6146555555555556,0.6389312844550674,0.08666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_3,matched_kmeans,logistic,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7693888888888889,0.7535601818937933,0.08666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.9,release_3,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,13.0,7,24,0,0.0,0.0,3.049780183751416,3.1127659663314846,0.8851969982124076,0.8885448916408669,0.8392857142857143,0.9321428571428572,20,0.75,1.0,0.1,1,0.5,0.02,0.7072444444444445,0.6819851571872448,0.03,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_1,granular_ball,logistic,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8144666666666668,0.8454770361693337,0.31333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_1,granular_ball,random_forest,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.7906944444444445,0.8113782323550693,0.24333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_1,matched_kmeans,logistic,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9143444444444444,0.9164898035970568,0.42333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_1,matched_kmeans,random_forest,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8978055555555555,0.9020209860961039,0.3466666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_2,granular_ball,logistic,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8439444444444444,0.865441766883291,0.36,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_2,granular_ball,random_forest,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8344333333333334,0.8524524710524095,0.27666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_2,matched_kmeans,logistic,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9403888888888889,0.9350640507988677,0.37666666666666665,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_2,matched_kmeans,random_forest,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9355333333333333,0.9320202958164865,0.35,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_3,granular_ball,logistic,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8425222222222224,0.8611862043348901,0.2966666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_3,granular_ball,random_forest,600,20,2,100,3.0,2.0,1,30,29,0.67,0.92,1.478336064259903,1.6684121213124825,0.9137575757575758,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8352222222222223,0.8572400649503115,0.24666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_3,matched_kmeans,logistic,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9409555555555555,0.9350477513589829,0.4033333333333333,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.95,release_3,matched_kmeans,random_forest,600,20,2,100,3.0,3.0,1,9,29,0.49,0.88,1.4129054933355247,1.7734084270949904,0.934329365079365,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9356444444444445,0.9292857181368965,0.31333333333333335,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_1,granular_ball,logistic,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8656666666666667,0.8900520909162178,0.44,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_1,granular_ball,random_forest,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8462000000000001,0.8620671595503713,0.27,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_1,matched_kmeans,logistic,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9295444444444445,0.9333190833932884,0.5,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_1,matched_kmeans,random_forest,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9160277777777778,0.9240360103627534,0.44666666666666666,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_2,granular_ball,logistic,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8978111111111111,0.9120291356335526,0.41,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_2,granular_ball,random_forest,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9038333333333333,0.9067490719782324,0.32,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_2,matched_kmeans,logistic,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9538111111111112,0.9503576548641613,0.45666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_2,matched_kmeans,random_forest,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9606055555555556,0.9572974954376359,0.52,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_3,granular_ball,logistic,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.8962111111111113,0.9105640477493308,0.39666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_3,granular_ball,random_forest,600,20,2,118,2.542372881355932,2.0,1,14,33,0.6440677966101694,0.9322033898305084,1.4705523087278267,1.6695261914086859,0.9152542372881356,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9029944444444444,0.9072974351784405,0.24666666666666667,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_3,matched_kmeans,logistic,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9526,0.9485022423527232,0.47,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,1,0.99,release_3,matched_kmeans,random_forest,600,20,2,118,2.542372881355932,2.0,1,9,46,0.576271186440678,0.923728813559322,1.1398378281584125,1.5506823395619518,0.9470809792843692,1.0,1.0,1.0,20,0.75,1.0,0.1,1,0.5,0.02,0.9614333333333334,0.960256497673337,0.49,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_1,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5399444444444444,0.5538197004562725,0.04,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_1,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.4406111111111112,0.4435750140645022,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_1,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5399444444444444,0.5538197004562725,0.04,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_1,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.4406111111111112,0.4435750140645022,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_2,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5199666666666667,0.5313161331996582,0.013333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_2,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.44006666666666666,0.44326608274686435,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_2,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5199666666666667,0.5313161331996582,0.013333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_2,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.44006666666666666,0.44326608274686435,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_3,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5199666666666667,0.5313161331996582,0.013333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_3,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.43962222222222225,0.4430949191238809,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_3,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5199666666666667,0.5313161331996582,0.013333333333333334,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.7,release_3,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.43962222222222225,0.4430949191238809,0.0,nan
syn_sep0.75_density1_minority0.1_modes1,controlled_gaussian_mixture,7,0.8,release_1,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.345111324227431,4.345111324227431,0.88,0.88,0.88,0.88,20,0.75,1.0,0.1,1,0.5,0.02,0.5399444444444444,0.5538197004562725,0.04,nan
