dataset,source,seed,threshold,release,method,attack,n,d,classes,number_of_balls,mean_ball_size,median_ball_size,min_ball_size,max_ball_size,singleton_count,fraction_size_le_2,fraction_size_le_5,mean_radius,median_radius,purity_mean,purity_median,purity_q25,purity_q75,dimension,separation,density_ratio,minority_fraction,modes,redundant_fraction,label_noise,roc_auc,pr_auc,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.7,release_3,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.165332531591462,4.165332531591462,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.47770000000000007,0.48083714350340484,0.006666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.7,release_3,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.165332531591462,4.165332531591462,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.5165555555555557,0.5059205937468167,0.02666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_1,granular_ball,logistic,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5928,0.5881851083866751,0.02666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_1,granular_ball,random_forest,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.602,0.580094452942347,0.01,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_1,matched_kmeans,logistic,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6150666666666667,0.592155430047781,0.023333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_1,matched_kmeans,random_forest,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5926666666666667,0.5766177203559077,0.02,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_2,granular_ball,logistic,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6296555555555555,0.6276897945400748,0.05333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_2,granular_ball,random_forest,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6132888888888889,0.6049366362438007,0.03,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_2,matched_kmeans,logistic,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6196222222222223,0.6226321908148214,0.056666666666666664,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_2,matched_kmeans,random_forest,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6050666666666666,0.5929433424235871,0.03,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_3,granular_ball,logistic,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6266555555555555,0.6146931756799439,0.04,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_3,granular_ball,random_forest,600,20,2,9,33.333333333333336,37.0,1,90,1,0.1111111111111111,0.2222222222222222,3.3108991835597563,4.064143430522242,0.9738461538461538,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6069222222222223,0.6039227804544562,0.03333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_3,matched_kmeans,logistic,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6236111111111111,0.6265271373487817,0.07,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.8,release_3,matched_kmeans,random_forest,600,20,2,9,33.333333333333336,27.0,1,80,1,0.1111111111111111,0.1111111111111111,3.6696482208913985,4.492056887721629,0.9206871345029239,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6000444444444445,0.5949199572722301,0.03333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_1,granular_ball,logistic,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6154333333333333,0.6387539582327008,0.09333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_1,granular_ball,random_forest,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5762166666666667,0.5900801262168615,0.03333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_1,matched_kmeans,logistic,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6359222222222223,0.6258723828121064,0.043333333333333335,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_1,matched_kmeans,random_forest,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6305666666666667,0.6353606861482999,0.02,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_2,granular_ball,logistic,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6413666666666666,0.6564100423043397,0.09666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_2,granular_ball,random_forest,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6048666666666667,0.6149593885635768,0.05333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_2,matched_kmeans,logistic,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6508888888888889,0.6609157096708713,0.1,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_2,matched_kmeans,random_forest,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6515055555555556,0.6522296534482872,0.056666666666666664,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_3,granular_ball,logistic,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6312333333333333,0.646832501912914,0.09666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_3,granular_ball,random_forest,600,20,2,15,20.0,12.0,1,90,3,0.3333333333333333,0.4,2.3769397901638265,1.9493243780376193,0.9815367526320873,1.0,0.9852941176470589,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5994055555555556,0.6139984881267418,0.06333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_3,matched_kmeans,logistic,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6574222222222221,0.6567981594290968,0.06,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.9,release_3,matched_kmeans,random_forest,600,20,2,15,20.0,17.0,1,59,2,0.13333333333333333,0.2,3.453576195587513,4.299830770343618,0.9683615819209039,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6626222222222222,0.670524280839722,0.05333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_1,granular_ball,logistic,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6038222222222223,0.6210866722769063,0.06333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_1,granular_ball,random_forest,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5900388888888889,0.5897936539991178,0.023333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_1,matched_kmeans,logistic,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6831111111111112,0.6891914591218162,0.08333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_1,matched_kmeans,random_forest,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6892111111111111,0.6929819155417903,0.03666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_2,granular_ball,logistic,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6328555555555556,0.6460795701341999,0.06333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_2,granular_ball,random_forest,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6294333333333333,0.6042433715648734,0.03,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_2,matched_kmeans,logistic,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7072777777777778,0.7126512159601739,0.12666666666666668,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_2,matched_kmeans,random_forest,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7118222222222221,0.7257774283138939,0.11666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_3,granular_ball,logistic,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6256333333333334,0.6404139730876015,0.06,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_3,granular_ball,random_forest,600,20,2,19,15.789473684210526,5.0,1,90,6,0.42105263157894735,0.5263157894736842,1.8861259867949596,1.1370627780378595,0.9939407341884123,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6216777777777778,0.6045667223909776,0.05333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_3,matched_kmeans,logistic,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7144777777777779,0.7153963308875722,0.09,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.95,release_3,matched_kmeans,random_forest,600,20,2,19,15.789473684210526,11.0,1,76,2,0.10526315789473684,0.21052631578947367,3.4966989248078097,4.161549700875819,0.9723299476762082,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7239000000000001,0.7335201043698549,0.12666666666666668,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_1,granular_ball,logistic,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6091444444444445,0.6258713069711781,0.07666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_1,granular_ball,random_forest,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5846444444444444,0.5876036668578695,0.05333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_1,matched_kmeans,logistic,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.685988888888889,0.6689774605407469,0.056666666666666664,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_1,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6885666666666667,0.7151974235727998,0.08333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_2,granular_ball,logistic,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6424444444444445,0.6562715972608548,0.07333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_2,granular_ball,random_forest,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6393166666666666,0.6165849307243586,0.043333333333333335,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_2,matched_kmeans,logistic,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7002444444444444,0.7206747505885926,0.16,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_2,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7185777777777778,0.7398751420874161,0.16666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_3,granular_ball,logistic,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6322777777777777,0.6493875279230008,0.07333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_3,granular_ball,random_forest,600,20,2,22,13.636363636363637,3.5,1,90,9,0.5,0.5909090909090909,1.6050162247483142,0.913155003495634,1.0,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6311666666666667,0.614349195467842,0.04666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_3,matched_kmeans,logistic,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7147,0.7218536338134258,0.10333333333333333,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,42,0.99,release_3,matched_kmeans,random_forest,600,20,2,22,13.636363636363637,9.0,1,58,2,0.13636363636363635,0.3181818181818182,3.388051019813608,3.9714025729206206,0.9807433945364981,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.7324444444444445,0.746681945813132,0.18,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_1,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4346333333333333,0.4530193546923855,0.0033333333333333335,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_1,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.48252222222222224,0.49644154578438593,0.016666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_1,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4346333333333333,0.4530193546923855,0.0033333333333333335,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_1,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.48252222222222224,0.49644154578438593,0.016666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_2,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4153111111111111,0.4397240475547286,0.0,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_2,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.48353888888888885,0.49830700864154887,0.016666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_2,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4153111111111111,0.4397240475547286,0.0,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_2,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.48353888888888885,0.49830700864154887,0.016666666666666666,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_3,granular_ball,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4153111111111111,0.4397240475547286,0.0,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_3,granular_ball,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4832444444444445,0.4968173340898384,0.013333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_3,matched_kmeans,logistic,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4153111111111111,0.4397240475547286,0.0,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.7,release_3,matched_kmeans,random_forest,600,20,2,1,300.0,300.0,300,300,0,0.0,0.0,4.171719821910658,4.171719821910658,0.7,0.7,0.7,0.7,20,2.0,5.0,0.3,3,0.0,0.0,0.4832444444444445,0.4968173340898384,0.013333333333333334,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.8,release_1,granular_ball,logistic,600,20,2,7,42.857142857142854,31.0,8,105,0,0.0,0.0,4.196212566301922,4.596619571166615,0.979591836734694,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.5618222222222222,0.5604139986943116,0.02666666666666667,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.8,release_1,granular_ball,random_forest,600,20,2,7,42.857142857142854,31.0,8,105,0,0.0,0.0,4.196212566301922,4.596619571166615,0.979591836734694,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.48102222222222224,0.49939272679679547,0.01,nan
syn2_d20_redundant0_noise0,controlled_gaussian_mixture_round2,99,0.8,release_1,matched_kmeans,logistic,600,20,2,7,42.857142857142854,29.0,18,114,0,0.0,0.0,4.283246775551683,4.511947765098353,0.9699248120300752,1.0,1.0,1.0,20,2.0,5.0,0.3,3,0.0,0.0,0.6192777777777778,0.6322348289797141,0.06333333333333334,nan
